country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,termination_date,recall_initiation_date,postal_code,voluntary_mandated,status,more_code_info
United States,Westbury,200 Hicks St,"cGMP Deviations: Firm was notified by their supplier of Cetirizine HCL Oral Solution, USP, 1mg/mL, 4oz, of the voluntary recall that they have initiated due to potential contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).",,"124,512 bottles","Lot #s: A98495; C03882; A49664, Exp. 5/19; C06541, Exp. 6/19; C05532; F00527, Exp. 10/19; F00528; F07279, Exp. 12/19; F07842; F10237, Exp. 2/20.",20190620,Nationwide in the U.S.,NY,"Cetirizine Oral Solution 1 mg/mL, Up & Up, Children's allergy relief, Antihistamine, Dye Free, Grape Flavor, 4 FL. oz. (118 mL) Bottle, Distributed by Target Corporation, Minneapolis, MN 55403, NDC 11673-178-04, UPC 359726178044.",20190626,Class II,"P & L Developments,  LLC",D-1409-2019,Letter,Drugs,83181,20200909,20190605,11590-3323,Voluntary: Firm initiated,Terminated,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,"a) M104C, exp 9/18, L016C, H092C, and H093C, exp 9/18    b) C128C, C129C, C130C, C132C, exp 3/18, HK6011, exp 7/18, L016C and H092C, exp 9/18,",20180422,Nationwide.,NY,"Ibuprofen Tablets USP 400 mg, a) 100 tablet (NDC 49483-602-01) and b) 500 tablet (NDC 49483-602-50) bottles, Rx, Manufactured for: Time Cap labs, Inc., Farmingdale, NY 11735, USA, Manufactured by: Marksans Pharma, Ltd., Plot No. L-82, L-83 Verna indl. Estate Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0687-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"261,528 units","Lot#: RGD, Exp 7/19; RHL, Exp 8/19; RHB, Exp 9/19; RJF, Exp 10/19; RJG, Exp 10/19; SAJ, Exp 1/20; SAK, Exp 1/20; SAL, Exp 1/20; SAM, Exp 1/20; SBK, Exp 2/20; SEH, Exp 5/20; TCD, Exp 1/21",20191115,U.S.A. Nationwide,NY,"Polycin (bacitracin zinc and polymyxin B sulfate) Ophthalmic Ointment USP, Net. Wt. 3.5 g (1/8 oz.), Rx only,  Manufactured for Perrigo, Minneapolis, MN 55427, NDC 0574-4021-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0355-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Central Islip,550 S Research Pl,Labeling; Label Error Not Elsewhere Classified; label missing controlled substance CII symbol,,"45,875 bottles","Lot Numbers: 17080591 and 17080619,  exp 07/19; 17110907 and 17110908, exp 10/19; and 17120986, exp 11/19",20180201,Nationwide,NY,"Oxycodone Hydrochloride Tablets, USP 15 mg, 100 count bottles, Rx only, Manufactured for Camber Pharmaceuticals, Inc., Piscataway, NJ, Manufactured by: Ascent Pharmaceuticals, Inc., Central Islip, NY --- NDC 31722-917-01",20180207,Class III,"Ascent Pharmaceuticals, Inc.",D-0248-2018,Letter,Drugs,78990,20180423,20180122,11722-4415,Voluntary: Firm initiated,Terminated,
United States,Westbury,135 Cantiague Rock Rd,cGMP Deviations: GYMA laboratories Inc. has recalled multiple Active Pharmaceutical Ingredients manufactured in Italy upon receipt of a Rapid Alert Notification issued by The Italian Medicines Agency due to lack of good manufacturing practices.,,55.8 Kg,"Lot Numbers: 166247, 166248, Exp 10/2016",20141010,Nationwide,NY,"Clonidine Base Micronized, 55.8 Kg, Rx Only, S.I.M.S. , Chemical Product for Medicines Preparation, Made in Italy, NDC 12660-0503-01",20141022,Class II,"Gyma Laboratories Of Amer,Inc",D-0023-2015,E-Mail,Drugs,69243,20180604,20140709,11590-2826,Voluntary: Firm initiated,Terminated,
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","2,853,500 Caplets","Lot #: HH6001, HH6002, Exp 04/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 200 mg, 6 x 6500 Caplets (Capsule-Shaped Tablets) bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-117-30.",20180131,Class II,Marksans Pharma Inc.,D-0235-2018,Letter,Drugs,78822,20200526,20180109,11788,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: 16321, Exp 11/19; 16336, Exp 12/19; 17012, Exp 1/20; 17034, Exp 2/20; 17051, Exp 2/20; 17147, Exp 5/20",20191115,U.S.A. Nationwide,NY,"Clear Eyes Redness Relief (Little Drug),Product Size: 0.2 FL. Oz., UPC#: 7-92554-70103-7",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0490-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,84216 units,17375 12/19  17376 12/19  18190 7/20  18191 8/20,20191115,U.S.A. Nationwide,NY,"Natural Ophthalmics Ortho-K Thin Eye Drops, 15 mL,  NDC 68770-144-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0464-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,45672 units,"Lot #: TDB, Exp 4/22",20191115,U.S.A. Nationwide,NY,"Walgreen's Lubricant Eye Ointment, Mineral Oil 42.5%/White Petrolatum 57.3% /Eye Lubricant, Net Wt. 0.125 oz. (3.5g), Distributed by: Walgreen Co., 200 Wilmot Rd, Deerfield, IL 60015, Item #801486, NDC 0363-0191-50",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0363-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"13,375 units",RGI 7/19   SDB 4/20   TAA 1/21,20191115,U.S.A. Nationwide,NY,"Nano Tears TF Clear Emollient Lubricant Gel Drops Preservative Free, Product Size: 0.6 mL x 32 ct., Mfd. By: by Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-141-56",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0432-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,HF02318A 6/30/2020  HF02418A 6/30/2020  HF02518A 6/30/2020  HF07718A 6/30/2020  HH02118A 7/31/2020  HM04418A 12/31/2020  HM04518A 12/31/2020  HM04618A 12/31/2020  HM04718A 12/31/2020  HM05518A 12/31/2020  HM05618A 12/31/2020  HM05718A 12/31/2020  HM05818A 12/31/2020  HM05918A 12/31/2020  HM06018A 12/31/2020,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-Release Tablets, USP, 750 mg Rx only 100 Tablets bottles, Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC 53746-0179-01",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1348-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,HF06618A 6/30/2020   HF06718A 6/30/2020,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-Release Tablets, 500 mg USP, 500 tablets bottles, Rx only, Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC 53746-0178-05",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1351-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: Impurity N-nitrosodimethylamine (NDMA) found in API,,,AR172033B 11/2019  AR180024A 12/2019  AR180025A 12/2019  AR180118A 12/2019  AR180119A 12/2019  AR180519A 3/2020  AR180615A 3/2020  AR181795A 11/2020  AR181921B 12/2020  AR190705A 4/2021  AR172029A 11/2019  AR172030A 11/2019  AR180021A 12/2019  AR180022A 12/2019  AR180023A 12/2019  AR180123A 12/2019  AR180144A 1/2020  AR180145A 1/2020  AR180146A 1/2020  AR180147A 1/2020  AR180402A 2/2020  AR180465A 2/2020  AR180466A 2/2020  AR180467A 2/2020  AR180468A 2/2020  AR180613A 3/2020  AR181156A 7/2020  AR181157A 7/2020  AR190418B 2/2021  AR171800A 11/2019  AR171801A 11/2019  AR171802A 11/2019  AR171803A 11/2019  AR171804A 11/2019  AR171931A 11/2019  AR171932A 11/2019  AR171933A 11/2019  AR171934A 11/2019  AR171935A 11/2019  AR171936A 11/2019  AR171937A 11/2019  AR172026A 11/2019  AR172027A 11/2019  AR172028A 11/2019  AR172031A 11/2019  AR172032A 11/2019  AR172033A 11/2019  AR172034A 11/2019  AR172035A 11/2019  AR180030A 12/2019  AR180031A 12/2019  AR180032A 12/2019  AR180033A 12/2019  AR180034A 12/2019  AR180113A 12/2019  AR180114A 12/2019  AR180115A 12/2019  AR180117A 12/2019  AR180120A 12/2019  AR180121A 12/2019  AR180122A 12/2019  AR180148A 1/2020  AR180198A 1/2020  AR180199A 1/2020  AR180200A 1/2020  AR180201A 1/2020  AR180202A 1/2020  AR180257A 1/2020  AR180258A 1/2020  AR180335A 2/2020  AR180336A 2/2020  AR180337A 2/2020  AR180338A 2/2020  AR180339A 2/2020  AR180374A 2/2020  AR180375A 2/2020  AR180376B 2/2020  AR180403A 2/2020  AR180404A 2/2020  AR180405A 2/2020  AR180406A 2/2020  AR180424A 2/2020  AR180486A 3/2020  AR180487A 3/2020  AR180488A 3/2020  AR180515A 3/2020  AR180516A 3/2020  AR180517A 3/2020  AR180518A 3/2020  AR180638A 3/2020  AR180640A 4/2020  AR180641A 4/2020  AR181920A 12/2020  AR181921A 12/2020  AR190414B 2/2021  AR190415A 2/2021  AR190416A 2/2021  AR190417A 2/2021  AR190418A 2/2021  AR190543A 3/2021  AR190544A 3/2021  AR190545A 3/2021,20191209,Product was distributed throughout the United States.,NY,"Ranitidine Tablets, USP 300 mg - a).30-count bottles (NDC 65162-254-30), b).100-count bottles (NDC 65162-254-10) and c). 250-count bottles (NDC 65162-254-25).",20191218,Class II,"Amneal Pharmaceuticals, Inc.",D-0613-2020,Press Release,Drugs,84353,,20191122,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,"a) D044C, D038C, D043C, exp 3/18,  b) C136C, exp 3/18, D039C, D040C, D041C, D042C, 3/18",20180422,Nationwide.,NY,"Ibuprofen Tablets USP 600 mg, a) 100 tablets (NDC 42582-112-10) and b) 500 tablet bottles (NDC 42582-112-18), Rx, Distributed by: Bi-Coastal Pharma International, Shrewsbury, NJ, Manufactured by: Marksans Pharma, Ltd., Plot No. L-82, L-83 Verna indl. Estate Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0690-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,41925 units,17281 9/19  18120 5/20,20191115,U.S.A. Nationwide,NY,"Natural Ophthalmics Women's Tear Stimulation Dry Eye Drops, 15 mL, NDC 68770-103-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0463-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Westbury,200 Hicks St,"cGMP Deviations: Firm was notified by their supplier of Cetirizine HCL Oral Solution, USP, 1mg/mL, 4oz, of the voluntary recall that they have initiated due to potential contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).",,"202,068 bottles","Lot #s: C00138; A48440, Exp. 5/19; C02434; C04186, Exp. 6/19; C07864, Exp. 7/19; F13277; C08962; F13778, Exp. 10/19; C11746; F05899; F13777, Exp. 12/19; F09356; F10784; F13595, Exp. 2/20; F22355; F23239, Exp. 8/20.",20190620,Nationwide in the U.S.,NY,"Cetirizine HCL Oral Solution 1 mg/mL, Children's Allergy, Antihistamine, Dye Free, Gluten Free, Grape Flavor, 5 mg/5mL, 4 FL. oz. Bottle, Distributed by Dolgencorp, LLC, 100 mission ridge, Goodlettsville, TN 37072, NDC 55910-878-04, UPC 359726178051.",20190626,Class II,"P & L Developments,  LLC",D-1407-2019,Letter,Drugs,83181,20200909,20190605,11590-3323,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,105609 units,17232    8/19    17334    11/19    18249    10/20    19125    4/21,20191115,U.S.A. Nationwide,NY,"OCuSOFT Tetravisc Tetracaine HCl 0.5% Sterile Anesthetic, 5 mL, Mfd. for OCuSOFT, Inc. PO Box 429 Richmond, TX 77406-0429 Made in USA, NDC  54799-505-05",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0446-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"1,666 units",18033 2/20,20191115,U.S.A. Nationwide,NY,"Nano Tears TF Clear Emollient Lubricant Gel Drops Twin Pack, Product Size: 2 x 15 mL, Mfd. By: by Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-142-49",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0433-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hicksville,485 S Broadway Ste 27,"Defective Delivery System: canister unit exhibiting propellant leakage or loss, rendering the product and canister unusable",,"a) 34,417 cans b)142 cases 5,112 cans","Lot # 31560, 31561 exp. date 06/2021",20191219,Nationwide in the US and Canada,NY,"VCF Vaginal Contraceptive Foam, a) can, 13 applications per can, Net wt. 0.6 oz (17g). NDC 52925-312-14, b) case pack with 36 cans in a nested container. Net wt 0.6 oz (17g) per can. NDC 52925-312-06, Distributed By: Apothecus Pharmaceutical Corp. Oyster Bay, NY 11771.",20191225,Class III,Apothecus Pharmaceutical Corp.,D-0623-2020,Letter,Drugs,84289,,20191125,11801-5071,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,202266 units,17112 4/20   17303 10/20   18032 2/21   18072 3/21   18193 8/20   18235 9/21   18285 11/21   19004 1/22   19102 4/22   16260 9/19,20191115,U.S.A. Nationwide,NY,"Altaire Goniotaire Hypromellose 2.5% Opthlamic Demulcent Solution (Sterile), 1/2 fl oz 15 mL, Mfd. by: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-182-13",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0426-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,31070 units,"Lot #: 18095, Exp 4/20",20191115,U.S.A. Nationwide,NY,"FreshKote Lubricant Eye Drops, Product Size: 15 mL, NDC 15821-101-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0483-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,88 units,19015 1/21,20191115,U.S.A. Nationwide,NY,"ActivEyes Preservative Free Multi-Dose Lubricant Gel Drops Long Lasting PF Sterile, 0.25 FL OZ (7.5 mL), Manufactured by: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-148-52",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0437-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,"a) C135C, exp 3/18  b) C134C, exp 3/18",20180422,Nationwide.,NY,"Ibuprofen Tablets USP 600 mg, a) 100 tablet (NDC 42582-112-01), b) 500 tablet bottles (NDC 42582-112-18), Rx, Distributed by Drug Mart, Food Fair, Medina, Ohio 44256",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0691-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"39,744 units",Lot #: 17296 10/19  18094 04/20  18206 08/20,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops Dry Eye Therapy, Twin Pack Item #994881 Product Size: 2 x 10 mL, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0388-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Westbury,135 Cantiague Rock Rd,cGMP Deviations: GYMA laboratories Inc. has recalled multiple Active Pharmaceutical Ingredients manufactured in Italy upon receipt of a Rapid Alert Notification issued by The Italian Medicines Agency due to lack of good manufacturing practices.,,1 Kg,"Lot Number: 154919, Exp 11/2014",20141010,Nationwide,NY,"Propranolol HCl, NET WT 1 Kg, Rx Only, S.I.M.S. , Chemical Product for Medicines Preparation, Made in Italy, NDC 012660-0004",20141022,Class II,"Gyma Laboratories Of Amer,Inc",D-0022-2015,E-Mail,Drugs,69243,20180604,20140709,11590-2826,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,19632 units,Lot #: SAP     1/20     3/16/2018       SFI     6/20     10/29/2018       TCI     3/21,20191115,U.S.A. Nationwide,NY,"OCuSOFT retaine NaCl Ophthalmic Ointment, Product Size: 3.5g,  SKU #: 777-3-76",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0481-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,New Hyde Park,1111 Marcus Ave,Incorrect Product Formulation: wrong sunscreen product in the package.,,"47,128 tubes","Lot Codes: a) 7363B, 7363I, 8002C, 8002I, 8054J, 8055B, 8174A; and b) 7353",20180713,Nationwide in the USA,NY,"alba BOTANICA sport mineral sunscreen (titanium dioxide 7.0% and zinc oxide 9.0%), spf 45, 170 g (6 oz) tubes packaged in a) 4 tubes per case; b) 8 pack shipper display; Manufactured By: The Hain Celestial Group, Inc., Lake Success, NY  11042, UPC 7 24742 01102 4.",20180725,Class II,"The Hain Celestial Group, Inc. - Worldwide HQ",D-0920-2018,Letter,Drugs,80473,20181128,20180705,11042-1221,Voluntary: Firm initiated,Terminated,
United States,Amityville,369 Bayview Ave,Failed Stability Specification; product viscosity and or pH are below specification.,,51.948 bottles,"Batch no: 1) 614463 (exp. 03/2014),  2) 612905 (exp. 12/2013), 3) 614923 (exp. 03/2014), 4) 615852 (exp. 05/2014), 5) 615855 (exp. 05/2014), 6) 616689 (exp. 07/2014), 7) 616692 (exp. 07/2014).",20131224,Nationwide,NY,"Acyclovir Oral Suspension, USP 200 mg/5 mL, Net Wt. 16 fl oz (473 mL), Rx only, Hi-Tech Pharmacal Co, Inc. Amityville, NY 11701.  NDC 50383-810-16.",20140101,Class III,"Hi-Tech Pharmacal Co., Inc.",D-389-2014,Letter,Drugs,66675,20160516,20131028,11701-2801,Voluntary: Firm Initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,87922 containers,"Lot #: SEE, SEG, Exp 5/20; SIE, Exp 9/20; SKD, Exp 11/20",20191115,U.S.A. Nationwide,NY,"Perrigo Sterile Neo-Polycin HC (neomycin and polymixin B sulfates, bacitracin zinc and hydrocortisone acetate) Ophthalmic Ointment USP, Net Wt. 3.5 g  (1/8 oz), Rx only, Mfd. For Perrigo Minneapolis, MN 55427, NDC 0574-4144-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0354-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
